title,start_year,end_year,production_span,genres,tmdb_id,media_type,actor_name,actor_tmdb_id,actor_gender_code,actor_gender,actor_age_at_release,character_name,is_named_character,billing_order,role_type,prominence_score,actor_ethnicity,confidence,sympathy_coding,arc_presence,arc_direction,confidence_arc
Brothers Under Fire,2026,2026,1,Action|Thriller|Mystery|Drama,1414413,movie,Orlando Pineda,3976722,0,unspecified,,Miguel,True,7,supporting,0.0488,Hispanic/Latino,high,neutral,flat,none,low
Brothers Under Fire,2026,2026,1,Action|Thriller|Mystery|Drama,1414413,movie,Laird Akeo,3835727,2,male,,Marco,True,8,supporting,0.0427,Mixed/Multiracial,medium,neutral,flat,none,low
Brothers Under Fire,2026,2026,1,Action|Thriller|Mystery|Drama,1414413,movie,Flora Martínez,66913,1,female,,Angelica,True,9,supporting,0.0379,Hispanic/Latino,high,neutral,flat,none,low
Brothers Under Fire,2026,2026,1,Action|Thriller|Mystery|Drama,1414413,movie,Gabriel Camero,3638028,0,unspecified,,Stevie,True,10,supporting,0.0341,Hispanic/Latino,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Hannaj Bang Bendz,2843103,1,female,,Sara,True,1,lead,0.3857,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Dean Kilbey,1524860,2,male,,Mungo,True,2,lead,0.1928,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Nicholas Anscombe,1759040,2,male,,Father Stewart,True,3,lead,0.1286,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Tom Carter,1128296,0,unspecified,,Doctor Byrne,True,4,supporting,0.0964,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Darren Le Fevre,2822929,0,unspecified,,Thorvald Ironside,True,5,supporting,0.0771,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Alex Walton,3824438,2,male,,Fergus,True,6,supporting,0.0643,White,high,neutral,flat,none,low
The Crucifix: Blood of the Exorcist,2025,2025,1,Horror,1352874,movie,Julie Martis,4002568,1,female,,Elsa,True,7,supporting,0.0551,White,medium,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Ginnifer Goodwin,417,1,female,,Judy Hopps (voice),True,1,lead,0.278,White,high,protagonist,significant,positive,high
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Jason Bateman,23532,2,male,,Nick Wilde (voice),True,2,lead,0.139,White,high,protagonist,significant,positive,high
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Ke Huy Quan,690,2,male,,Gary De'Snake (voice),True,3,lead,0.0927,East Asian,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Fortune Feimster,1183672,1,female,,Nibbles Maplestick (voice),True,4,supporting,0.0695,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Andy Samberg,62861,2,male,,Pawbert Lynxley (voice),True,5,supporting,0.0556,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,David Strathairn,11064,2,male,,Milton Lynxley (voice),True,6,supporting,0.0463,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Idris Elba,17605,2,male,,Chief Bogo (voice),True,7,supporting,0.0397,Black,high,neutral,flat,none,medium
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Shakira,446511,1,female,,Gazelle (voice),True,8,supporting,0.0347,Hispanic/Latino,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Patrick Warburton,9657,2,male,,Mayor Winddancer (voice),True,9,supporting,0.0309,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Quinta Brunson,1745988,1,female,,Dr. Fuzzby (voice),True,10,supporting,0.0278,Black,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Danny Trejo,11160,2,male,,Jesús (voice),True,11,minor,0.0253,Hispanic/Latino,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Nate Torrence,41565,2,male,,Clawhauser (voice),True,12,minor,0.0232,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Bonnie Hunt,5149,1,female,,Bonnie Hopps (voice),True,13,minor,0.0214,White,high,protagonist,significant,positive,medium
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Don Lake,27530,2,male,,Stu Hopps (voice),True,14,minor,0.0199,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Michelle Gomez,144250,1,female,,Captain Hoggbottom (voice),True,15,minor,0.0185,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,David Fane,55937,2,male,,Truffler (voice),True,16,minor,0.0174,Mixed/Multiracial,medium,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Joe Anoa'i,1170011,2,male,,Zebro Zebraxton (voice),True,17,minor,0.0164,Mixed/Multiracial,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Phil Brooks,565430,2,male,,Zebro Zebrowski (voice),True,18,minor,0.0154,White,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Stephanie Beatriz,968367,1,female,,Bloats (voice),True,19,minor,0.0146,Hispanic/Latino,high,neutral,flat,none,low
Zootopia 2,2025,2025,1,Adventure|Animation|Comedy|Family|Mystery,1084242,movie,Wilmer Valderrama,18975,2,male,,Higgins (voice),True,20,minor,0.0139,Hispanic/Latino,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Ginger Lynn,44936,1,female,,Self - Former Porn Star,True,1,lead,0.278,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Lisa Ann,108562,1,female,,Self - Former Porn Star,True,2,lead,0.139,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Janine Lindemulder,75926,1,female,,Self - Former Porn Star,True,3,lead,0.0927,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Chasey Lain,544069,1,female,,Self - Former Porn Star,True,4,supporting,0.0695,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Tabitha Stevens,228692,1,female,,Self - Former Porn Star,True,5,supporting,0.0556,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Georgina Spelvin,103769,1,female,,Self - Former Porn Star,True,6,supporting,0.0463,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Brittany Andrews,929211,1,female,,Self - Former Porn Star,True,7,supporting,0.0397,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Aubrey Gold,1668605,1,female,,Self - Performer,True,8,supporting,0.0347,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Herschel Savage,71544,2,male,,Self - Former Porn Star,True,9,supporting,0.0309,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Ariana Marie,1352025,1,female,,Self - Performer,True,10,supporting,0.0278,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Venus Lux,1584678,3,unspecified,,Self - Performer,True,11,minor,0.0253,Mixed/Multiracial,medium,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Jenevieve Hexxx,1639470,1,female,,Self - Performer,True,12,minor,0.0232,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Shyla Ryder,1660522,1,female,,Self - Performer,True,13,minor,0.0214,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Ashley Adams,1594935,1,female,,Self - Performer,True,14,minor,0.0199,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Johnnie Keyes,1264841,2,male,,Self - Former Porn Star,True,15,minor,0.0185,Black,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Darren James,96648,2,male,,Self - Former Porn Star,True,16,minor,0.0174,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Gary Orona,236036,2,male,,Self - Tabitha's Husband,True,17,minor,0.0164,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Bud Lee,1026341,2,male,,Self - Talent Agent,True,18,minor,0.0154,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Danny D,1356419,2,male,,Self - Performer,True,19,minor,0.0146,White,high,neutral,flat,none,low
After Porn Ends 2,2017,2017,1,Documentary,440249,movie,Donny Sins,1809120,2,male,,Self - Performer,True,20,minor,0.0139,White,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Elle Fanning,18050,1,female,,Thia / Tessa,True,1,lead,0.3414,White,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Dimitrius Schuster-Koloamatangi,3223391,2,male,,Dek / Father,True,2,lead,0.1707,Mixed/Multiracial,medium,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Ravi Narayan,1891826,2,male,,Bud,True,3,lead,0.1138,South Asian,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Michael Homick,2253146,2,male,,Kwei (Suit),True,4,supporting,0.0854,White,medium,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Stefan Grube,1636658,2,male,,Kwei (voice),True,5,supporting,0.0683,White,medium,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Reuben De Jong,1440649,2,male,,Father (Suit),True,6,supporting,0.0569,White,medium,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Cameron Brown,1856011,2,male,,Drone Synth,True,7,supporting,0.0488,White,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Alison Wright,1257565,1,female,,MU/TH/UR (voice),True,8,supporting,0.0427,White,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Matt Duffer,1179419,2,male,,Kwei's Ship Computer (voice),True,9,supporting,0.0379,White,high,neutral,flat,none,low
Predator: Badlands,2025,2025,1,Action|Science Fiction|Adventure,1242898,movie,Ross Duffer,1179422,2,male,,Kwei's Ship Computer (voice),True,10,supporting,0.0341,White,high,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Christian Mortensen,1442711,0,unspecified,,Timur,True,1,lead,0.2958,White,high,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Mahesh Jadu,1386458,2,male,,Hussayn,True,2,lead,0.1479,South Asian,high,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Joshua Jo,3555968,0,unspecified,,Ilias,True,3,lead,0.0986,Mixed/Multiracial,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Sayed Badreya,173810,2,male,,Kay Khusrau,True,4,supporting,0.0739,Middle Eastern,high,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Yulduz Rajabova,2858892,1,female,,Aljai,True,5,supporting,0.0592,Mixed/Multiracial,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Arazou Baker,2808019,1,female,,Banu,True,6,supporting,0.0493,Mixed/Multiracial,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Paul Marlon,1271507,2,male,,James,True,7,supporting,0.0423,White,high,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Dulguun Odkhuu,3457146,0,unspecified,,Sarai,True,8,supporting,0.037,East Asian,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Sanzhar Madi,1602696,2,male,,Jasur,True,9,supporting,0.0329,Mixed/Multiracial,medium,protagonist,significant,positive,medium
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Umit Ulgen,1372694,2,male,,Baraka,True,10,supporting,0.0296,White,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Aziz Beyshenaliev,84733,2,male,,Abu Shihab,True,11,minor,0.0269,Unknown,low,antagonist,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Yerkebulan Daiyrov,1734486,2,male,,Bikijuk,True,12,minor,0.0246,Unknown,low,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Zhandos Aibassov,1804086,2,male,,Iskander,True,13,minor,0.0228,Mixed/Multiracial,medium,protagonist,significant,positive,medium
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Maksat Kairatuly,6174206,0,unspecified,,Elchi,True,14,minor,0.0211,Mixed/Multiracial,medium,neutral,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Maruf Otajonov,2894074,2,male,,Tugluk Khan,True,15,minor,0.0197,Unknown,low,antagonist,flat,none,low
Rise of the Conqueror,2026,2026,1,History|Action|Adventure|War,1207162,movie,Majit Assan,6174208,0,unspecified,,Hadji,True,16,minor,0.0185,Unknown,low,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Stella May,1473783,1,female,,Self,True,1,lead,0.2907,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Brian Omally,2187350,2,male,,Self - Founder of Hussie Models,True,2,lead,0.1454,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Ava Taylor,1373020,1,female,,Self,True,3,lead,0.0969,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,John Anthony,1480370,2,male,,Self,True,4,supporting,0.0727,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Kelly Silguero,3392707,0,unspecified,,Self - Tressa's Mother,True,5,supporting,0.0581,Hispanic/Latino,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Emeterio Silguero,3392708,0,unspecified,,Self - Tressa's Father,True,6,supporting,0.0485,Hispanic/Latino,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Ava Kelly,2390684,1,female,,Self,True,7,supporting,0.0415,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Lucy Tyler,1197933,1,female,,Self,True,8,supporting,0.0363,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Brooklyn Daniels,2064657,1,female,,Self,True,9,supporting,0.0323,White,medium,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Kendall Plemons,1473784,0,unspecified,,Self,True,10,supporting,0.0291,White,medium,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Tony D.,1967254,2,male,,Self,True,11,minor,0.0264,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Levi Cash,226878,2,male,,Self,True,12,minor,0.0242,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Alli Rae,1375726,1,female,,Self,True,13,minor,0.0224,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Dillion Carter,1744608,1,female,,Self,True,14,minor,0.0208,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Carrie Brooks,1425362,1,female,,Self,True,15,minor,0.0194,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Belle Knox,1473782,1,female,,Self (archive footage),True,16,minor,0.0182,White,high,neutral,flat,none,low
Hot Girls Wanted,2015,2015,1,Documentary,318256,movie,Alaina Kristar,1425518,1,female,,Self,True,17,minor,0.0171,White,medium,neutral,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Willa Holland,1223171,1,female,,Rebecca Owens,True,1,lead,0.3857,White,high,protagonist,significant,positive,medium
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Paul Sparks,167564,2,male,,Raymond Delver,True,2,lead,0.1928,White,high,antagonist,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,John Adams,1391986,2,male,,,True,3,lead,0.1286,White,high,neutral,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Mark Steger,1052211,2,male,,The Mimic,True,4,supporting,0.0964,White,high,antagonist,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Shelly Gibson,1922891,1,female,,Grandma,True,5,supporting,0.0771,White,high,neutral,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Emily Bennett,2536479,1,female,,Vallery,True,6,supporting,0.0643,White,high,neutral,flat,none,low
The Mortuary Assistant,2026,2026,1,Horror|Mystery,1470130,movie,Keena Ferguson,210346,1,female,,Kelly,True,7,supporting,0.0551,Black,high,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Stephanie Leet,3692778,0,unspecified,,Monica Duvalier,True,1,lead,0.3857,White,high,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Neil Green,3979383,0,unspecified,,Andre Duvalier,True,2,lead,0.1928,White,medium,antagonist,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Chynna Rae Shurts,3503484,0,unspecified,,Mary,True,3,lead,0.1286,White,medium,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Steve Larkin,3633186,2,male,,Dorian Tobin Ryan III,True,4,supporting,0.0964,White,high,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Erik Skybak,3633195,0,unspecified,,Cameron,True,5,supporting,0.0771,White,high,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Tim Coyle,2940685,0,unspecified,,Gregory,True,6,supporting,0.0643,White,medium,neutral,flat,none,low
Insidious Inferno,2024,2024,1,Horror,1173559,movie,Marcella Laasch,1046829,0,unspecified,,Donna Olson,True,7,supporting,0.0551,White,medium,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Ice Cube,9778,2,male,,William Radford,True,1,lead,0.3414,Black,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Eva Longoria,52605,1,female,,NASA Scientist Sandra Salas,True,2,lead,0.1707,Hispanic/Latino,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Clark Gregg,9048,2,male,,NSA Director Donald Briggs,True,3,lead,0.1138,White,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Iman Benson,1632530,1,female,,Faith Radford,True,4,supporting,0.0854,Black,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Henry Hunter Hall,60482,2,male,,David Radford,True,5,supporting,0.0683,White,medium,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Devon Bostick,90498,2,male,,Mark Goodman,True,6,supporting,0.0569,White,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Andrea Savage,71402,1,female,,FBI Field Agent Sheila Jeffries,True,7,supporting,0.0488,White,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Nicole Pulliam,98811,1,female,,News Reporter,True,8,supporting,0.0427,Black,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Michael O'Neill,21710,2,male,,Secretary of Defense Walter Crystal,True,9,supporting,0.0379,White,high,neutral,flat,none,low
War of the Worlds,2025,2025,1,Science Fiction|Thriller,755898,movie,Jim Meskimen,30697,2,male,,POTUS,True,10,supporting,0.0341,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Sydney Sweeney,115440,1,female,,Millie Calloway,True,1,lead,0.278,White,high,protagonist,significant,positive,medium
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Amanda Seyfried,71070,1,female,,Nina Winchester,True,2,lead,0.139,White,high,protagonist,significant,positive,medium
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Brandon Sklenar,1855143,2,male,,Andrew Winchester,True,3,lead,0.0927,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Michele Morrone,2349355,2,male,,Enzo,True,4,supporting,0.0695,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Elizabeth Perkins,20,1,female,,Mrs. Winchester,True,5,supporting,0.0556,White,high,fallen,minor,negative,medium
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Indiana Elle,4342318,1,female,,Cece Winchester,True,6,supporting,0.0463,White,high,protagonist,significant,positive,medium
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Amanda Joy Erickson,1517553,1,female,,Suzanne,True,7,supporting,0.0397,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Sarah Cooper,2035942,1,female,,Pam,True,8,supporting,0.0347,Black,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Megan Ferguson,1306314,1,female,,Jilliane,True,9,supporting,0.0309,White,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Ellen Tamaki,2013576,1,female,,Patrice,True,10,supporting,0.0278,Mixed/Multiracial,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Peter Colandro,5941947,2,male,,Cashier,True,11,minor,0.0253,Unknown,low,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Don DiPetta,1537755,2,male,,Officer Jenkins,True,12,minor,0.0232,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Lamar Baucom-Slaughter,4529578,2,male,,Officer Stanley,True,13,minor,0.0214,Black,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Kathy Costa McKeown,5941950,1,female,,Ballet Instructor,True,14,minor,0.0199,White,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Alaina Surgener,3963321,1,female,,Amanda,True,15,minor,0.0185,White,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Cailen Fu,4009305,1,female,,Hotel Desk Clerk,True,16,minor,0.0174,White,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Alexandra Seal,2605259,1,female,,Officer Jessica Connors,True,17,minor,0.0164,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Brian D. Cohen,3501692,0,unspecified,,Detective Smythe,True,18,minor,0.0154,White,high,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Arabella Olivia Clark,3484286,1,female,,Young Nina (8yrs),True,19,minor,0.0146,White,medium,neutral,flat,none,low
The Housemaid,2025,2025,1,Mystery|Thriller,1368166,movie,Ken Barnett,210134,2,male,,Professor,True,20,minor,0.0139,White,high,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Kristy Adams,4554217,0,unspecified,,Tracy,True,1,lead,0.3414,White,medium,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Steve Hansen,4316623,2,male,,Chuck,True,2,lead,0.1707,White,high,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Ashley Ballou,4724281,1,female,,Cici,True,3,lead,0.1138,White,medium,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Kiki Daire,592804,1,female,,Becky,True,4,supporting,0.0854,White,medium,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Chris Arredondo,3648120,0,unspecified,,Bo,True,5,supporting,0.0683,Hispanic/Latino,medium,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Jason Wallace,2334462,2,male,,Donnie,True,6,supporting,0.0569,White,high,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Walid Atshe,3648126,0,unspecified,,Wendell/Pig Skin,True,7,supporting,0.0488,Middle Eastern,high,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Jacob Krejei,4724285,0,unspecified,,Jacob,True,8,supporting,0.0427,White,high,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Ryan Freeman,5577331,0,unspecified,,Pete,True,9,supporting,0.0379,White,High,neutral,flat,none,low
Slaughterhouse On The Hill,2024,2024,1,Horror,1292662,movie,Duane Whitaker,11804,2,male,,Coach Krutcher,True,10,supporting,0.0341,White,high,neutral,flat,none,low
Man in the Mirror: The Michael Jackson Story,2004,2004,1,Drama|TV Movie,73353,movie,Flex Alexander,109686,2,male,,Michael Jackson,True,1,lead,0.3222,Black,high,protagonist,significant,positive,medium
Man in the Mirror: The Michael Jackson Story,2004,2004,1,Drama|TV Movie,73353,movie,Krista Rae,175743,1,female,,Lisa Marie,True,2,lead,0.1611,White,medium,neutral,flat,none,low
Man in the Mirror: The Michael Jackson Story,2004,2004,1,Drama|TV Movie,73353,movie,Eugene Clark,61660,2,male,,Bobby,True,3,lead,0.1074,Black,high,neutral,flat,none,low
Man in the Mirror: The Michael Jackson Story,2004,2004,1,Drama|TV Movie,73353,movie,Peter Onorati,21490,2,male,,Ziggy,True,4,supporting,0.0806,White,high,neutral,flat,none,low
Man in the Mirror: The Michael Jackson Story,2004,2004,1,Drama|TV Movie,73353,movie,Lynne Cormack,123305,1,female,,Elizabeth Taylor,True,5,supporting,0.0644,White,medium,neutral,flat,none,low
