title,start_year,end_year,production_span,genres,media_type,actor_name,actor_tmdb_id,actor_gender_code,actor_gender,actor_ethnicity,actor_sexuality,actor_age_at_release,character_name,is_named_character,character_gender,character_ethnicity,character_sexuality,gender_mismatch,ethnicity_mismatch,sexuality_mismatch,billing_order,role_type,prominence_score,sympathy_coding,arc_quality
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Dascha Polanco,1026947,1,female,,,,Dayanara Diaz,True,,,,,,,8,supporting,0.0395,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Danielle Brooks,1075037,1,female,,,,Tasha 'Taystee' Jefferson,True,,,,,,,10,supporting,0.0316,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Uzo Aduba,1332680,1,female,,,,Suzanne 'Crazy Eyes' Warren,True,,,,,,,11,minor,0.0287,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Nick Sandow,95519,2,male,,,,Joe Caputo,True,,,,,,,12,minor,0.0263,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Jackie Cruz,1443625,1,female,,,,Marisol 'Flaca' Gonzales,True,,,,,,,13,minor,0.0243,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Yael Stone,1028560,1,female,,,,Lorna Morello,True,,,,,,,14,minor,0.0226,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Taryn Manning,343,1,female,,,,Tiffany 'Pennsatucky' Doggett,True,,,,,,,16,minor,0.0197,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Adrienne C. Moore,1443478,1,female,,,,Cindy Hayes,True,,,,,,,17,minor,0.0186,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Jessica Pimentel,171940,1,female,,,,Maria Ruiz,True,,,,,,,18,minor,0.0175,,
Orange Is The New Black,2013,2019,7,Drama|Comedy|Crime,tv,Laura Gómez,1443612,1,female,,,,Blanca Flores,True,,,,,,,20,minor,0.0158,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Josh Radnor,144009,2,male,,,,Ted Mosby,True,,,,,,,1,lead,0.4082,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Neil Patrick Harris,41686,2,male,,,,Barney Stinson,True,,,,,,,2,lead,0.2041,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Jason Segel,41088,2,male,,,,Marshall Eriksen,True,,,,,,,3,lead,0.1361,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Alyson Hannigan,21595,1,female,,,,Lily Aldrin,True,,,,,,,4,supporting,0.102,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Cobie Smulders,71189,1,female,,,,Robin Scherbatsky,True,,,,,,,5,supporting,0.0816,,
How I Met Your Mother,2005,2014,10,Comedy,tv,Cristin Milioti,204392,1,female,,,,Tracy McConnell,True,,,,,,,6,supporting,0.068,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Andy Samberg,62861,2,male,,,,Jake Peralta,True,,,,,,,1,lead,0.3679,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Melissa Fumero,1220767,1,female,,,,Amy Santiago,True,,,,,,,2,lead,0.184,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Terry Crews,53256,2,male,,,,Terry Jeffords,True,,,,,,,3,lead,0.1226,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Joe Lo Truglio,21131,2,male,,,,Charles Boyle,True,,,,,,,4,supporting,0.092,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Stephanie Beatriz,968367,1,female,,,,Rosa Diaz,True,,,,,,,5,supporting,0.0736,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Andre Braugher,6861,2,male,,,,Raymond Holt,True,,,,,,,6,supporting,0.0613,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Dirk Blocker,123016,2,male,,,,Michael Hitchcock,True,,,,,,,7,supporting,0.0526,,
Brooklyn Nine-Nine,2013,2021,9,Comedy|Crime,tv,Joel McKinnon Miller,88950,2,male,,,,Norman Scully,True,,,,,,,8,supporting,0.046,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Christian Bale,3894,2,male,,,,Bruce Wayne,True,,,,,,,1,lead,0.278,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Heath Ledger,1810,2,male,,,,Joker,True,,,,,,,2,lead,0.139,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Aaron Eckhart,6383,2,male,,,,Harvey Dent,True,,,,,,,3,lead,0.0927,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Michael Caine,3895,2,male,,,,Alfred,True,,,,,,,4,supporting,0.0695,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Maggie Gyllenhaal,1579,1,female,,,,Rachel,True,,,,,,,5,supporting,0.0556,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Gary Oldman,64,2,male,,,,Gordon,True,,,,,,,6,supporting,0.0463,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Morgan Freeman,192,2,male,,,,Lucius Fox,True,,,,,,,7,supporting,0.0397,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Monique Gabriela Curnen,53651,1,female,,,,Ramirez,True,,,,,,,8,supporting,0.0347,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Ron Dean,57597,2,male,,,,Wuertz,True,,,,,,,9,supporting,0.0309,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Cillian Murphy,2037,2,male,,,,Scarecrow,True,,,,,,,10,supporting,0.0278,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Chin Han,101015,2,male,,,,Lau,True,,,,,,,11,minor,0.0253,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Nestor Carbonell,21316,2,male,,,,Mayor,True,,,,,,,12,minor,0.0232,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Eric Roberts,21315,2,male,,,,Maroni,True,,,,,,,13,minor,0.0214,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Ritchie Coster,13939,2,male,,,,Chechen,True,,,,,,,14,minor,0.0199,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Anthony Michael Hall,1904,2,male,,,,Engel,True,,,,,,,15,minor,0.0185,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Keith Szarabajka,87957,2,male,,,,Stephens,True,,,,,,,16,minor,0.0174,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Colin McFarlane,128386,2,male,,,,Loeb,True,,,,,,,17,minor,0.0164,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Joshua Harto,34544,2,male,,,,Reese,True,,,,,,,18,minor,0.0154,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Melinda McGraw,58692,1,female,,,,Barbara Gordon,True,,,,,,,19,minor,0.0146,,
The Dark Knight,2008,2008,1,Action|Crime|Thriller,movie,Nathan Gamble,18052,2,male,,,,James Gordon,True,,,,,,,20,minor,0.0139,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Song Kang-ho,20738,2,male,,,,Kim Ki-taek,True,,,,,,,1,lead,0.278,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Lee Sun-kyun,115290,2,male,,,,Park Dong-ik,True,,,,,,,2,lead,0.139,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Cho Yeo-jeong,556435,1,female,,,,Yeon-kyo,True,,,,,,,3,lead,0.0927,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Choi Woo-shik,1255881,2,male,,,,Ki-woo,True,,,,,,,4,supporting,0.0695,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Park So-dam,1442583,1,female,,,,Ki-jung,True,,,,,,,5,supporting,0.0556,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Lee Jung-eun,1572354,1,female,,,,Moon-gwang,True,,,,,,,6,supporting,0.0463,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jang Hye-jin,2158882,1,female,,,,Chung-sook,True,,,,,,,7,supporting,0.0397,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Park Myung-hoon,1694435,2,male,,,,Geun-se,True,,,,,,,8,supporting,0.0347,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jung Zi-so,1418762,1,female,,,,Da-hye,True,,,,,,,9,supporting,0.0309,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jung Hyeon-jun,2306987,2,male,,,,Da-song,True,,,,,,,10,supporting,0.0278,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Park Keun-rok,1709230,2,male,,,,Driver Yoon,True,,,,,,,11,minor,0.0253,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jung Yi-seo,2326809,1,female,,,,Pizza Manager,True,,,,,,,12,minor,0.0232,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Cho Jae-myung,2478772,2,male,,,,Pizza Man,True,,,,,,,13,minor,0.0214,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jeong Ik-han,2326615,2,male,,,,Neighbor,True,,,,,,,14,minor,0.0199,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Kim Kyu-baek,2478781,2,male,,,,Drunk 1,True,,,,,,,15,minor,0.0185,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Lee Dong-yong,2159392,2,male,,,,Drunk 2,True,,,,,,,16,minor,0.0174,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Ahn Seong-bong,2379047,2,male,,,,Street Man,True,,,,,,,17,minor,0.0164,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Yoon Young-woo,2499966,0,unspecified,,,,Benz Dealer,True,,,,,,,18,minor,0.0154,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Park Jae-wook,1419705,2,male,,,,VR Specialist,True,,,,,,,19,minor,0.0146,,
Parasite,2019,2019,1,Comedy|Thriller|Drama,movie,Jeon Eun-mi,2538209,1,female,,,,Mart Cashier,True,,,,,,,20,minor,0.0139,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,John Travolta,8891,2,male,,,,Vincent Vega,True,,,,,,,1,lead,0.278,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Samuel L. Jackson,2231,2,male,,,,Jules Winnfield,True,,,,,,,2,lead,0.139,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Uma Thurman,139,1,female,,,,Mia Wallace,True,,,,,,,3,lead,0.0927,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Bruce Willis,62,2,male,,,,Butch Coolidge,True,,,,,,,4,supporting,0.0695,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Ving Rhames,10182,2,male,,,,Marsellus Wallace,True,,,,,,,5,supporting,0.0556,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Harvey Keitel,1037,2,male,,,,The Wolf,True,,,,,,,6,supporting,0.0463,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Eric Stoltz,7036,2,male,,,,Lance,True,,,,,,,7,supporting,0.0397,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Tim Roth,3129,2,male,,,,Pumpkin,True,,,,,,,8,supporting,0.0347,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Amanda Plummer,99,1,female,,,,Honey Bunny,True,,,,,,,9,supporting,0.0309,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Maria de Medeiros,2319,1,female,,,,Fabienne,True,,,,,,,10,supporting,0.0278,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Quentin Tarantino,138,2,male,,,,Jimmie Dimmick,True,,,,,,,11,minor,0.0253,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Christopher Walken,4690,2,male,,,,Captain Koons,True,,,,,,,12,minor,0.0232,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Rosanna Arquette,2165,1,female,,,,Jody,True,,,,,,,13,minor,0.0214,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Peter Greene,11803,2,male,,,,Zed,True,,,,,,,14,minor,0.0199,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Duane Whitaker,11804,2,male,,,,Maynard,True,,,,,,,15,minor,0.0185,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Angela Jones,71836,1,female,,,,Esmarelda Villalobos,True,,,,,,,16,minor,0.0174,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Phil LaMarr,31549,2,male,,,,Marvin,True,,,,,,,17,minor,0.0164,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Steve Buscemi,884,2,male,,,,Buddy Holly,True,,,,,,,18,minor,0.0154,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Bronagh Gallagher,33399,1,female,,,,Trudi,True,,,,,,,19,minor,0.0146,,
Pulp Fiction,1994,1994,1,Thriller|Crime|Comedy,movie,Laura Lovelace,11807,1,female,,,,Waitress,True,,,,,,,20,minor,0.0139,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Tom Hanks,31,2,male,,,,Forrest Gump,True,,,,,,,1,lead,0.278,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Robin Wright,32,1,female,,,,Jenny Curran,True,,,,,,,2,lead,0.139,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Gary Sinise,33,2,male,,,,Lieutenant Dan Taylor,True,,,,,,,3,lead,0.0927,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Sally Field,35,1,female,,,,Mrs. Gump,True,,,,,,,4,supporting,0.0695,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Mykelti Williamson,34,2,male,,,,Bubba Blue,True,,,,,,,5,supporting,0.0556,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Michael Conner Humphreys,37821,2,male,,,,Young Forrest Gump,True,,,,,,,6,supporting,0.0463,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Hanna Hall,204997,1,female,,,,Young Jenny Curran,True,,,,,,,7,supporting,0.0397,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Haley Joel Osment,9640,2,male,,,,Forrest Junior,True,,,,,,,8,supporting,0.0347,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Siobhan Fallon Hogan,6751,1,female,,,,School Bus Driver,True,,,,,,,9,supporting,0.0309,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Rebecca Williams,3817610,1,female,,,,Nurse at Park Bench,True,,,,,,,10,supporting,0.0278,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Bob Penny,196855,2,male,,,,Crony,True,,,,,,,11,minor,0.0253,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Harold G. Herthum,3052237,2,male,,,,Doctor,True,,,,,,,12,minor,0.0232,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,George Kelly,951881,2,male,,,,Barber,True,,,,,,,13,minor,0.0214,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,John Randall,3817629,2,male,,,,Crony,True,,,,,,,14,minor,0.0199,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Sam Anderson,36221,2,male,,,,Principal Hancock,True,,,,,,,15,minor,0.0185,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Margo Moorer,1215432,1,female,,,,Louise,True,,,,,,,16,minor,0.0174,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Ione M. Telech,3817635,1,female,,,,Elderly Woman,True,,,,,,,17,minor,0.0164,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Christine Seabrook,3817637,1,female,,,,Elderly Woman's Daughter,True,,,,,,,18,minor,0.0154,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,John Worsham,946856,2,male,,,,Southern Gentleman / Landowner,True,,,,,,,19,minor,0.0146,,
Forrest Gump,1994,1994,1,Comedy|Drama|Romance,movie,Peter Dobson,37822,2,male,,,,Young Elvis Presley,True,,,,,,,20,minor,0.0139,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Shameik Moore,587506,2,male,,,,Miles Morales (voice),False,,,,,,,1,lead,0.278,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Jake Johnson,543505,2,male,,,,Peter B. Parker (voice),False,,,,,,,2,lead,0.139,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Hailee Steinfeld,130640,1,female,,,,Gwen Stacy (voice),False,,,,,,,3,lead,0.0927,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Mahershala Ali,932967,2,male,,,,Uncle Aaron (voice),False,,,,,,,4,supporting,0.0695,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Brian Tyree Henry,226366,2,male,,,,Jefferson Davis (voice),False,,,,,,,5,supporting,0.0556,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Lily Tomlin,10437,1,female,,,,Aunt May (voice),False,,,,,,,6,supporting,0.0463,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Luna Lauren Vélez,141610,1,female,,,,Rio Morales (voice),False,,,,,,,7,supporting,0.0397,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Zoë Kravitz,37153,1,female,,,,Mary Jane (voice),False,,,,,,,8,supporting,0.0347,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,John Mulaney,933558,2,male,,,,Spider-Ham (voice),False,,,,,,,9,supporting,0.0309,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Kimiko Glenn,1443708,1,female,,,,Peni Parker (voice),False,,,,,,,10,supporting,0.0278,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Nicolas Cage,2963,2,male,,,,Spider-Man Noir (voice),False,,,,,,,11,minor,0.0253,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Kathryn Hahn,17696,1,female,,,,Doc Ock (voice),False,,,,,,,12,minor,0.0232,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Liev Schreiber,23626,2,male,,,,Wilson Fisk (voice),False,,,,,,,13,minor,0.0214,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Chris Pine,62064,2,male,,,,Peter Parker (voice),False,,,,,,,14,minor,0.0199,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Natalie Morales,118752,1,female,,,,Miss Calleros (voice),False,,,,,,,15,minor,0.0185,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Edwin H. Bravo,1746631,2,male,,,,Brooklyn Visions Security Guard (voice),False,,,,,,,16,minor,0.0174,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Oscar Isaac,25072,2,male,,,,Interesting Person #1 (voice),False,,,,,,,17,minor,0.0164,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Greta Lee,1260481,1,female,,,,Interesting Person #2 (voice),False,,,,,,,18,minor,0.0154,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Stan Lee,7624,2,male,,,,Stan (voice),False,,,,,,,19,minor,0.0146,,
Spider-Man: Into the Spider-Verse,2018,2018,1,Animation|Action|Adventure|Science Fiction,movie,Jorma Taccone,62863,2,male,,,,Green Goblin / Last Dude (voice),False,,,,,,,20,minor,0.0139,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Leonardo DiCaprio,6193,2,male,,,,Dom Cobb,True,,,,,,,1,lead,0.278,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Joseph Gordon-Levitt,24045,2,male,,,,Arthur,True,,,,,,,2,lead,0.139,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Ken Watanabe,3899,2,male,,,,Saito,True,,,,,,,3,lead,0.0927,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Tom Hardy,2524,2,male,,,,Eames,True,,,,,,,4,supporting,0.0695,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Elliot Page,27578,3,unspecified,,,,Ariadne,True,,,,,,,5,supporting,0.0556,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Dileep Rao,95697,2,male,,,,Yusuf,True,,,,,,,6,supporting,0.0463,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Cillian Murphy,2037,2,male,,,,"Robert Fischer, Jr.",True,,,,,,,7,supporting,0.0397,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Tom Berenger,13022,2,male,,,,Peter Browning,True,,,,,,,8,supporting,0.0347,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Marion Cotillard,8293,1,female,,,,Mal Cobb,True,,,,,,,9,supporting,0.0309,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Pete Postlethwaite,4935,2,male,,,,Maurice Fischer,True,,,,,,,10,supporting,0.0278,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Michael Caine,3895,2,male,,,,Stephen Miles,True,,,,,,,11,minor,0.0253,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Lukas Haas,526,2,male,,,,Nash,True,,,,,,,12,minor,0.0232,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Talulah Riley,66441,1,female,,,,Blonde,True,,,,,,,13,minor,0.0214,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Tohoru Masamune,173212,2,male,,,,Japanese Security Guard,True,,,,,,,14,minor,0.0199,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Taylor Geare,967376,1,female,,,,Phillipa (5 years),True,,,,,,,15,minor,0.0185,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Claire Geare,973135,1,female,,,,Phillipa (3 years),True,,,,,,,16,minor,0.0174,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Johnathan Geare,1677266,2,male,,,,James (3 years),True,,,,,,,17,minor,0.0164,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Yuji Okumoto,56120,2,male,,,,Saito's Attendant,True,,,,,,,18,minor,0.0154,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Earl Cameron,2246,2,male,,,,Elderly Bald Man,True,,,,,,,19,minor,0.0146,,
Inception,2010,2010,1,Action|Science Fiction|Adventure,movie,Ryan Hayward,1677267,2,male,,,,Lawyer,True,,,,,,,20,minor,0.0139,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Michael J. Fox,521,2,male,,,,Marty McFly,True,,,,,,,1,lead,0.278,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Christopher Lloyd,1062,2,male,,,,Emmett Brown,True,,,,,,,2,lead,0.139,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Crispin Glover,1064,2,male,,,,George McFly,True,,,,,,,3,lead,0.0927,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Lea Thompson,1063,1,female,,,,Lorraine Baines,True,,,,,,,4,supporting,0.0695,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Claudia Wells,1066,1,female,,,,Jennifer Parker,True,,,,,,,5,supporting,0.0556,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Thomas F. Wilson,1065,2,male,,,,Biff Tannen,True,,,,,,,6,supporting,0.0463,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Marc McClure,1067,2,male,,,,Dave McFly,True,,,,,,,7,supporting,0.0397,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Wendie Jo Sperber,1068,1,female,,,,Linda McFly,True,,,,,,,8,supporting,0.0347,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,George DiCenzo,1069,2,male,,,,Sam Baines,True,,,,,,,9,supporting,0.0309,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Frances Lee McCain,1070,1,female,,,,Stella Baines,True,,,,,,,10,supporting,0.0278,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,James Tolkan,1072,2,male,,,,Mr. Strickland,True,,,,,,,11,minor,0.0253,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,J.J. Cohen,11673,2,male,,,,Skinhead,True,,,,,,,12,minor,0.0232,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Casey Siemaszko,1953,2,male,,,,3-D,True,,,,,,,13,minor,0.0214,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Billy Zane,1954,2,male,,,,Match,True,,,,,,,14,minor,0.0199,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,"Harry Waters, Jr.",1074,2,male,,,,Marvin Berry,True,,,,,,,15,minor,0.0185,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Donald Fullilove,84494,2,male,,,,Goldie Wilson,True,,,,,,,16,minor,0.0174,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Lisa Freeman,97708,1,female,,,,Babs,True,,,,,,,17,minor,0.0164,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Cristen Kauffman,1116544,1,female,,,,Betty,True,,,,,,,18,minor,0.0154,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Elsa Raven,172280,1,female,,,,Clocktower Lady,True,,,,,,,19,minor,0.0146,,
Back To The Future,1985,1985,1,Adventure|Comedy|Science Fiction,movie,Will Hare,97718,2,male,,,,Pa Peabody,True,,,,,,,20,minor,0.0139,,
The Wild Robot,2024,2024,1,Family|Animation|Science Fiction|Adventure,movie,Lupita Nyong'o,1267329,1,female,,,,Roz / Rummage (voice),False,,,,,,,1,lead,0.278,,
The Wild Robot,2024,2024,1,Family|Animation|Science Fiction|Adventure,movie,Pedro Pascal,1253360,2,male,,,,Fink (voice),False,,,,,,,2,lead,0.139,,
The Wild Robot,2024,2024,1,Family|Animation|Science Fiction|Adventure,movie,Kit Connor,1538851,2,male,,,,Brightbill (voice),False,,,,,,,3,lead,0.0927,,
The Wild Robot,2024,2024,1,Family|Animation|Science Fiction|Adventure,movie,Bill Nighy,2440,2,male,,,,Longneck (voice),False,,,,,,,4,supporting,0.0695,,
The Wild Robot,2024,2024,1,Family|Animation|Science Fiction|Adventure,movie,Stephanie Hsu,1381186,1,female,,,,Vontra (voice),False,,,,,,,5,supporting,0.0556,,
