title,start_year,end_year,genres,tmdb_id,media_type,actor_name,actor_tmdb_id,actor_gender_code,actor_ethnicity,actor_sexuality,actor_age_at_release,character_name,character_gender,character_ethnicity,character_sexuality,gender_mismatch,ethnicity_mismatch,sexuality_mismatch,billing_order,role_type,prominence_score,sympathy_coding,arc_quality
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Andy Samberg,62861,2,,,,Jake Peralta,,,,,,,1,lead,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Melissa Fumero,1220767,1,,,,Amy Santiago,,,,,,,2,lead,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Terry Crews,53256,2,,,,Terry Jeffords,,,,,,,3,lead,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Joe Lo Truglio,21131,2,,,,Charles Boyle,,,,,,,4,supporting,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Stephanie Beatriz,968367,1,,,,Rosa Diaz,,,,,,,5,supporting,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Andre Braugher,6861,2,,,,Raymond Holt,,,,,,,6,supporting,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Dirk Blocker,123016,2,,,,Michael Hitchcock,,,,,,,7,supporting,,,
Brooklyn Nine-Nine,2013,2021,Comedy|Crime,48891,tv,Joel McKinnon Miller,88950,2,,,,Norman Scully,,,,,,,8,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Christian Bale,3894,2,,,,Bruce Wayne,,,,,,,1,lead,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Heath Ledger,1810,2,,,,Joker,,,,,,,2,lead,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Aaron Eckhart,6383,2,,,,Harvey Dent,,,,,,,3,lead,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Michael Caine,3895,2,,,,Alfred,,,,,,,4,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Maggie Gyllenhaal,1579,1,,,,Rachel,,,,,,,5,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Gary Oldman,64,2,,,,Gordon,,,,,,,6,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Morgan Freeman,192,2,,,,Lucius Fox,,,,,,,7,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Monique Gabriela Curnen,53651,1,,,,Ramirez,,,,,,,8,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Ron Dean,57597,2,,,,Wuertz,,,,,,,9,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Cillian Murphy,2037,2,,,,Scarecrow,,,,,,,10,supporting,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Chin Han,101015,2,,,,Lau,,,,,,,11,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Nestor Carbonell,21316,2,,,,Mayor,,,,,,,12,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Eric Roberts,21315,2,,,,Maroni,,,,,,,13,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Ritchie Coster,13939,2,,,,Chechen,,,,,,,14,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Anthony Michael Hall,1904,2,,,,Engel,,,,,,,15,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Keith Szarabajka,87957,2,,,,Stephens,,,,,,,16,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Colin McFarlane,128386,2,,,,Loeb,,,,,,,17,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Joshua Harto,34544,2,,,,Reese,,,,,,,18,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Melinda McGraw,58692,1,,,,Barbara Gordon,,,,,,,19,minor,,,
The Dark Knight,2008,2008,Action|Crime|Thriller,155,movie,Nathan Gamble,18052,2,,,,James Gordon,,,,,,,20,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Song Kang-ho,20738,2,,,,Kim Ki-taek,,,,,,,1,lead,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Lee Sun-kyun,115290,2,,,,Park Dong-ik,,,,,,,2,lead,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Cho Yeo-jeong,556435,1,,,,Yeon-kyo,,,,,,,3,lead,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Choi Woo-shik,1255881,2,,,,Ki-woo,,,,,,,4,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Park So-dam,1442583,1,,,,Ki-jung,,,,,,,5,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Lee Jung-eun,1572354,1,,,,Moon-gwang,,,,,,,6,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jang Hye-jin,2158882,1,,,,Chung-sook,,,,,,,7,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Park Myung-hoon,1694435,2,,,,Geun-se,,,,,,,8,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jung Zi-so,1418762,1,,,,Da-hye,,,,,,,9,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jung Hyeon-jun,2306987,2,,,,Da-song,,,,,,,10,supporting,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Park Keun-rok,1709230,2,,,,Driver Yoon,,,,,,,11,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jung Yi-seo,2326809,1,,,,Pizza Manager,,,,,,,12,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Cho Jae-myung,2478772,2,,,,Pizza Man,,,,,,,13,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jeong Ik-han,2326615,2,,,,Neighbor,,,,,,,14,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Kim Kyu-baek,2478781,2,,,,Drunk 1,,,,,,,15,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Lee Dong-yong,2159392,2,,,,Drunk 2,,,,,,,16,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Ahn Seong-bong,2379047,2,,,,Street Man,,,,,,,17,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Yoon Young-woo,2499966,0,,,,Benz Dealer,,,,,,,18,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Park Jae-wook,1419705,2,,,,VR Specialist,,,,,,,19,minor,,,
Parasite,2019,2019,Comedy|Thriller|Drama,496243,movie,Jeon Eun-mi,2538209,1,,,,Mart Cashier,,,,,,,20,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,John Travolta,8891,2,,,,Vincent Vega,,,,,,,1,lead,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Samuel L. Jackson,2231,2,,,,Jules Winnfield,,,,,,,2,lead,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Uma Thurman,139,1,,,,Mia Wallace,,,,,,,3,lead,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Bruce Willis,62,2,,,,Butch Coolidge,,,,,,,4,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Ving Rhames,10182,2,,,,Marsellus Wallace,,,,,,,5,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Harvey Keitel,1037,2,,,,The Wolf,,,,,,,6,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Eric Stoltz,7036,2,,,,Lance,,,,,,,7,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Tim Roth,3129,2,,,,Pumpkin,,,,,,,8,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Amanda Plummer,99,1,,,,Honey Bunny,,,,,,,9,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Maria de Medeiros,2319,1,,,,Fabienne,,,,,,,10,supporting,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Quentin Tarantino,138,2,,,,Jimmie Dimmick,,,,,,,11,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Christopher Walken,4690,2,,,,Captain Koons,,,,,,,12,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Rosanna Arquette,2165,1,,,,Jody,,,,,,,13,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Peter Greene,11803,2,,,,Zed,,,,,,,14,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Duane Whitaker,11804,2,,,,Maynard,,,,,,,15,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Angela Jones,71836,1,,,,Esmarelda Villalobos,,,,,,,16,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Phil LaMarr,31549,2,,,,Marvin,,,,,,,17,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Steve Buscemi,884,2,,,,Buddy Holly,,,,,,,18,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Bronagh Gallagher,33399,1,,,,Trudi,,,,,,,19,minor,,,
Pulp Fiction,1994,1994,Thriller|Crime|Comedy,680,movie,Laura Lovelace,11807,1,,,,Waitress,,,,,,,20,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Tom Hanks,31,2,,,,Forrest Gump,,,,,,,1,lead,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Robin Wright,32,1,,,,Jenny Curran,,,,,,,2,lead,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Gary Sinise,33,2,,,,Lieutenant Dan Taylor,,,,,,,3,lead,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Sally Field,35,1,,,,Mrs. Gump,,,,,,,4,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Mykelti Williamson,34,2,,,,Bubba Blue,,,,,,,5,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Michael Conner Humphreys,37821,2,,,,Young Forrest Gump,,,,,,,6,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Hanna Hall,204997,1,,,,Young Jenny Curran,,,,,,,7,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Haley Joel Osment,9640,2,,,,Forrest Junior,,,,,,,8,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Siobhan Fallon Hogan,6751,1,,,,School Bus Driver,,,,,,,9,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Rebecca Williams,3817610,1,,,,Nurse at Park Bench,,,,,,,10,supporting,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Bob Penny,196855,2,,,,Crony,,,,,,,11,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Harold G. Herthum,3052237,2,,,,Doctor,,,,,,,12,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,George Kelly,951881,2,,,,Barber,,,,,,,13,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,John Randall,3817629,2,,,,Crony,,,,,,,14,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Sam Anderson,36221,2,,,,Principal Hancock,,,,,,,15,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Margo Moorer,1215432,1,,,,Louise,,,,,,,16,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Ione M. Telech,3817635,1,,,,Elderly Woman,,,,,,,17,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Christine Seabrook,3817637,1,,,,Elderly Woman's Daughter,,,,,,,18,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,John Worsham,946856,2,,,,Southern Gentleman / Landowner,,,,,,,19,minor,,,
Forrest Gump,1994,1994,Comedy|Drama|Romance,13,movie,Peter Dobson,37822,2,,,,Young Elvis Presley,,,,,,,20,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Shameik Moore,587506,2,,,,Miles Morales (voice),,,,,,,1,lead,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Jake Johnson,543505,2,,,,Peter B. Parker (voice),,,,,,,2,lead,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Hailee Steinfeld,130640,1,,,,Gwen Stacy (voice),,,,,,,3,lead,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Mahershala Ali,932967,2,,,,Uncle Aaron (voice),,,,,,,4,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Brian Tyree Henry,226366,2,,,,Jefferson Davis (voice),,,,,,,5,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Lily Tomlin,10437,1,,,,Aunt May (voice),,,,,,,6,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Luna Lauren Vélez,141610,1,,,,Rio Morales (voice),,,,,,,7,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Zoë Kravitz,37153,1,,,,Mary Jane (voice),,,,,,,8,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,John Mulaney,933558,2,,,,Spider-Ham (voice),,,,,,,9,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Kimiko Glenn,1443708,1,,,,Peni Parker (voice),,,,,,,10,supporting,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Nicolas Cage,2963,2,,,,Spider-Man Noir (voice),,,,,,,11,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Kathryn Hahn,17696,1,,,,Doc Ock (voice),,,,,,,12,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Liev Schreiber,23626,2,,,,Wilson Fisk (voice),,,,,,,13,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Chris Pine,62064,2,,,,Peter Parker (voice),,,,,,,14,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Natalie Morales,118752,1,,,,Miss Calleros (voice),,,,,,,15,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Edwin H. Bravo,1746631,2,,,,Brooklyn Visions Security Guard (voice),,,,,,,16,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Oscar Isaac,25072,2,,,,Interesting Person #1 (voice),,,,,,,17,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Greta Lee,1260481,1,,,,Interesting Person #2 (voice),,,,,,,18,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Stan Lee,7624,2,,,,Stan (voice),,,,,,,19,minor,,,
Spider-Man: Into the Spider-Verse,2018,2018,Animation|Action|Adventure|Science Fiction,324857,movie,Jorma Taccone,62863,2,,,,Green Goblin / Last Dude (voice),,,,,,,20,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Leonardo DiCaprio,6193,2,,,,Dom Cobb,,,,,,,1,lead,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Joseph Gordon-Levitt,24045,2,,,,Arthur,,,,,,,2,lead,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Ken Watanabe,3899,2,,,,Saito,,,,,,,3,lead,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Tom Hardy,2524,2,,,,Eames,,,,,,,4,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Elliot Page,27578,3,,,,Ariadne,,,,,,,5,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Dileep Rao,95697,2,,,,Yusuf,,,,,,,6,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Cillian Murphy,2037,2,,,,"Robert Fischer, Jr.",,,,,,,7,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Tom Berenger,13022,2,,,,Peter Browning,,,,,,,8,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Marion Cotillard,8293,1,,,,Mal Cobb,,,,,,,9,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Pete Postlethwaite,4935,2,,,,Maurice Fischer,,,,,,,10,supporting,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Michael Caine,3895,2,,,,Stephen Miles,,,,,,,11,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Lukas Haas,526,2,,,,Nash,,,,,,,12,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Talulah Riley,66441,1,,,,Blonde,,,,,,,13,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Tohoru Masamune,173212,2,,,,Japanese Security Guard,,,,,,,14,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Taylor Geare,967376,1,,,,Phillipa (5 years),,,,,,,15,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Claire Geare,973135,1,,,,Phillipa (3 years),,,,,,,16,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Johnathan Geare,1677266,2,,,,James (3 years),,,,,,,17,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Yuji Okumoto,56120,2,,,,Saito's Attendant,,,,,,,18,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Earl Cameron,2246,2,,,,Elderly Bald Man,,,,,,,19,minor,,,
Inception,2010,2010,Action|Science Fiction|Adventure,27205,movie,Ryan Hayward,1677267,2,,,,Lawyer,,,,,,,20,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Michael J. Fox,521,2,,,,Marty McFly,,,,,,,1,lead,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Christopher Lloyd,1062,2,,,,Emmett Brown,,,,,,,2,lead,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Crispin Glover,1064,2,,,,George McFly,,,,,,,3,lead,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Lea Thompson,1063,1,,,,Lorraine Baines,,,,,,,4,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Claudia Wells,1066,1,,,,Jennifer Parker,,,,,,,5,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Thomas F. Wilson,1065,2,,,,Biff Tannen,,,,,,,6,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Marc McClure,1067,2,,,,Dave McFly,,,,,,,7,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Wendie Jo Sperber,1068,1,,,,Linda McFly,,,,,,,8,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,George DiCenzo,1069,2,,,,Sam Baines,,,,,,,9,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Frances Lee McCain,1070,1,,,,Stella Baines,,,,,,,10,supporting,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,James Tolkan,1072,2,,,,Mr. Strickland,,,,,,,11,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,J.J. Cohen,11673,2,,,,Skinhead,,,,,,,12,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Casey Siemaszko,1953,2,,,,3-D,,,,,,,13,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Billy Zane,1954,2,,,,Match,,,,,,,14,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,"Harry Waters, Jr.",1074,2,,,,Marvin Berry,,,,,,,15,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Donald Fullilove,84494,2,,,,Goldie Wilson,,,,,,,16,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Lisa Freeman,97708,1,,,,Babs,,,,,,,17,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Cristen Kauffman,1116544,1,,,,Betty,,,,,,,18,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Elsa Raven,172280,1,,,,Clocktower Lady,,,,,,,19,minor,,,
Back To The Future,1985,1985,Adventure|Comedy|Science Fiction,105,movie,Will Hare,97718,2,,,,Pa Peabody,,,,,,,20,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Lupita Nyong'o,1267329,1,,,,Roz / Rummage (voice),,,,,,,1,lead,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Pedro Pascal,1253360,2,,,,Fink (voice),,,,,,,2,lead,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Kit Connor,1538851,2,,,,Brightbill (voice),,,,,,,3,lead,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Bill Nighy,2440,2,,,,Longneck (voice),,,,,,,4,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Stephanie Hsu,1381186,1,,,,Vontra (voice),,,,,,,5,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Matt Berry,1488236,2,,,,Paddler (voice),,,,,,,6,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Ving Rhames,10182,2,,,,Thunderbolt (voice),,,,,,,7,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Mark Hamill,2,2,,,,Thorn (voice),,,,,,,8,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Catherine O'Hara,11514,1,,,,Pinktail (voice),,,,,,,9,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Boone Storm,4967567,2,,,,Baby Brightbill (voice),,,,,,,10,supporting,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Alexandra Novelle,3745698,1,,,,Snowdown (voice),,,,,,,11,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Raphael Alejandro,1368512,2,,,,Peck (voice),,,,,,,12,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Paul-Mikél Williams,1975196,2,,,,Feather (voice),,,,,,,13,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Eddie Park,3745667,2,,,,Honkington (voice),,,,,,,14,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Dee Bradley Baker,23680,2,,,,Raccoons / Squirrels / Badgers (voice),,,,,,,15,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Randy Thom,42267,2,,,,RECOs (voice),,,,,,,16,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Avrielle Corti,112330,1,,,,Automated Alarms (voice),,,,,,,17,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Keston John,1152021,2,,,,Weasel 1 (voice),,,,,,,18,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Max Mittelman,1379386,2,,,,Weasel 2 (voice),,,,,,,19,minor,,,
The Wild Robot,2024,2024,Family|Animation|Science Fiction|Adventure,1184918,movie,Piotr Michael,1449707,2,,,,Broadfoot / Weasel 3 (voice),,,,,,,20,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Robert Downey Jr.,3223,2,,,,Tony Stark / Iron Man,,,,,,,1,lead,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Chris Evans,16828,2,,,,Steve Rogers / Captain America,,,,,,,2,lead,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Mark Ruffalo,103,2,,,,Bruce Banner / Hulk,,,,,,,3,lead,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Chris Hemsworth,74568,2,,,,Thor,,,,,,,4,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Scarlett Johansson,1245,1,,,,Natasha Romanoff / Black Widow,,,,,,,5,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Jeremy Renner,17604,2,,,,Clint Barton / Hawkeye,,,,,,,6,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Josh Brolin,16851,2,,,,Thanos,,,,,,,7,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Don Cheadle,1896,2,,,,James Rhodes / War Machine,,,,,,,8,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Paul Rudd,22226,2,,,,Scott Lang / Ant-Man,,,,,,,9,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Benedict Cumberbatch,71580,2,,,,Doctor Strange,,,,,,,10,supporting,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Chadwick Boseman,172069,2,,,,T'Challa / Black Panther,,,,,,,11,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Brie Larson,60073,1,,,,Carol Danvers / Captain Marvel,,,,,,,12,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Tom Holland,1136406,2,,,,Peter Parker / Spider-Man,,,,,,,13,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Karen Gillan,543261,1,,,,Nebula,,,,,,,14,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Zoe Saldaña,8691,1,,,,Gamora,,,,,,,15,minor,,,
